is_feminicide,has_children,has_orphans,is_target_news,confidence,matched_patterns,priority,titulo,fuente,fecha,menores_identificados_original
False,False,False,False,0.0,{},IRRELEVANTE,"Jesús Garza: Latinoamérica avanza, México se rezaga",https://www.elfinanciero.com.mx/rss/,N/A,No
False,True,False,False,0.15,"{'feminicide': [], 'children': ['\\bpeque[ñn][oa]s?\\b'], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Banorte refuerza su compromiso climático en “México por el Clima” con logros tan,https://www.elfinanciero.com.mx/rss/,N/A,No
False,True,False,False,0.15,"{'feminicide': [], 'children': ['\\bhij[oa]s?\\b'], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"La historia de Prendes, restaurante con 133 años, en donde se sirven gusanos de ",https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,¿Cuándo se estrena ‘Soy Frankelda’? Así puedes ver gratis o en el cine la pelícu,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Martinoli vs. Fernández: ¿Qué pasó con el narrador y el exjugador a 15 años del ,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,¡A cazar más demonios! ¿De qué podría tratar la secuela de ‘KPop Demon Hunters’?,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,El país de la impunidad,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Migración climática: el nuevo sismo político,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,¿Cuándo es la segunda venta de boletos para el Mundial 2026? Estas son las fecha,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Calificación destacada para García Harfuch,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,La magia de Morena y la economía,https://www.elfinanciero.com.mx/rss/,N/A,No
False,True,False,False,0.15,"{'feminicide': [], 'children': ['\\bpeque[ñn][oa]s?\\b'], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,El peligro de los mejores perdedores,https://www.elfinanciero.com.mx/rss/,N/A,No
False,True,False,False,0.2,"{'feminicide': [], 'children': ['\\bhij[oa]s?\\b', '\\bniñ[oa]s?\\b', '\\badolescente[s]?\\b'], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,México tiene a la mejor escuela: A Favor del Niño,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,En emergencia por la inseguridad pública,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Otro exfutbolista de Chivas con un pie en prisión: Revive caso contra Dieter Vil,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Parece que no se dan cuenta,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,True,False,0.25,"{'feminicide': [], 'children': [], 'orphans': ['\\bcustodia\\s+(de|del|de\\s+los)'], 'reinforcing': []}",IRRELEVANTE,Caso Cohen: más dudas que certezas,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Quiso darle calor al Mexibús: Detienen a sujeto que intentó incendiar unidad ros,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Billete de 2 mil pesos ¿Por qué su ‘creación’ es una mala señal para tu bolsillo,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Con pasaporte falso y acompañado de cómplices: ¿Cómo fue el arresto de Zhi Dong ,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Vende Fibra MTY inmuebles de oficinas en Monterrey por 395 mdp,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"Reglas claras para el CRT: América Móvil, AT&T y Movistar piden independencia té",https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Un águila que se parece cada vez más a un dragón,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,{},IRRELEVANTE,Baja a 17.8% disponibilidad del mercado de oficinas,https://www.elfinanciero.com.mx/rss/,N/A,No
False,True,False,False,0.15,"{'feminicide': [], 'children': ['\\bpeque[ñn][oa]s?\\b'], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,“Que lloren en su casa”,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Autoriza CNBV a Inverteca como primera fintech inmobiliaria del Norte de México,https://www.elfinanciero.com.mx/rss/,N/A,No
False,True,False,False,0.15,"{'feminicide': [], 'children': ['\\bpeque[ñn][oa]s?\\b'], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Los números positivos de Omar García,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,¿Una nueva crisis financiera en el mundo?,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,{},IRRELEVANTE,Energía limpia: el desafío que México no debe postergar,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"No esperes a enero, empieza a construir tu 2026",https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"Por mi culpa, por mi culpa",https://www.elfinanciero.com.mx/rss/,N/A,No
